[10/17/2025 12:01:46.398 AM] React+   || User: m_digio             || Channel: #pet-pictures                        || emoji=💖; msg=1428577424957898795
[10/17/2025 06:05:40.149 PM] React+   || User: m_digio             || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1428879064764256387
[10/17/2025 06:07:56.732 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: she’s disgustingly cute i won’t lie
[10/17/2025 06:08:01.792 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: but i know what she is <:sideglance:854112451771760641>
[10/17/2025 06:08:34.395 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: (no text; attachments=1)
[10/17/2025 06:09:12.328 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: also derek was avo the shithead flea free?
[10/17/2025 06:09:21.881 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😆; msg=1428882416931573884
[10/17/2025 06:09:26.368 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg=1428882416931573884
[10/17/2025 06:09:50.329 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=❤️; msg="got a midterm rn chat, wish me luck" by not_d3fault_1420
[10/17/2025 06:09:59.866 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: ugh let me go check
[10/17/2025 06:10:05.227 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: good luck
[10/17/2025 06:10:11.690 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: (My current situation)
[10/17/2025 06:10:26.618 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: thank youuuuu i give you drink as repayment for your suffering
[10/17/2025 06:10:33.987 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: she wit dad
[10/17/2025 06:10:35.404 PM] React+   || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg=1428882416931573884
[10/17/2025 06:10:35.865 PM] React+   || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || emoji=😆; msg=1428882416931573884
[10/17/2025 06:10:53.655 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="(My current situation)" by a1darek
[10/17/2025 06:10:58.560 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: dude her farts are rancid
[10/17/2025 06:11:02.921 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: give avo kith from kazius
[10/17/2025 06:11:09.128 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: i would steal that cat in a heartbeat
[10/17/2025 06:11:14.545 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: Like I didn't think it was that bad when u said it cel
[10/17/2025 06:11:23.887 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: maybe i should go back to my therapist....get an esa letter.....hm.....
[10/17/2025 06:11:36.015 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: jk their rules r stupid and annoying
[10/17/2025 06:12:03.503 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: dude idk what type shit they got goin on in their tummy but there is...
[10/17/2025 06:12:39.997 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: will never forget the one time when patty was a kitten and she proje...
[10/17/2025 06:12:40.135 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: Unless...
[10/17/2025 06:12:48.809 PM] React+   || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="will never forget the one time when patt..." by celeryiscelery
[10/17/2025 06:12:49.051 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="will never forget the one time when patt..." by celeryiscelery
[10/17/2025 06:12:53.250 PM] React+   || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || emoji=👀; msg="Unless..." by a1darek
[10/17/2025 06:12:58.426 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: i dont have the energy or time for a kitten </3
[10/17/2025 06:13:08.330 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: she would need another cat in the home 100000000%
[10/17/2025 06:13:25.443 PM] React+   || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || emoji=🤝; msg="i dont have the energy or time for a kit..." by slayc127
[10/17/2025 06:13:44.517 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: her cries when i got home last weekend shattered me i couldnt do tha...
[10/17/2025 06:13:48.416 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: praying that avo doesn’t still have fleas. make all of our lives eas...
[10/17/2025 06:13:52.678 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="praying that avo doesn’t still have flea..." by celeryiscelery
[10/17/2025 06:14:13.457 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: im usually pretty cold hearted w cats anymore bc i just see so many ...
[10/17/2025 06:14:24.443 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: LITERALLY.
[10/17/2025 06:15:00.604 PM] React+   || User: _costco_wholesale_  || Channel: #external-promotions                 || emoji=💀; msg="The ra took it from under us and then cr..." by adeyumii
[10/17/2025 06:15:18.704 PM] Message  || User: _costco_wholesale_  || Channel: #external-promotions                 || Content: (no text; attachments=1)
[10/17/2025 06:15:52.396 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: (no text; attachments=1)
[10/17/2025 06:15:58.681 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: Have you ever seen a more touch starved cat
[10/17/2025 06:16:00.177 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg=1428884253231550475
[10/17/2025 06:16:18.577 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: she is VERY needy
[10/17/2025 06:16:54.471 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: Ahe needs a big dog
[10/17/2025 06:16:54.661 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: i loovveee cats so so much BUT me calling them dumbasses or shit hea...
[10/17/2025 06:17:01.885 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="i loovveee cats so so much BUT me callin..." by celeryiscelery
[10/17/2025 06:17:04.633 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="Ahe needs a big dog" by a1darek
[10/17/2025 06:17:06.810 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="i loovveee cats so so much BUT me callin..." by celeryiscelery
[10/17/2025 06:17:29.081 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: not her getting petting aggression and you aren’t even moving your h...
[10/17/2025 06:18:02.557 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: shes so sassy
[10/17/2025 06:18:06.631 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: give her a tube treat
[10/17/2025 06:18:13.642 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: she fiends for that shit
[10/17/2025 06:18:30.099 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: idk if u have noticed but if u stick out ur hand she will start walk...
[10/17/2025 06:18:37.772 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: so she can get her front paws up to u
[10/17/2025 06:19:03.269 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: never seen a cat do it like she does it itz def an unintentional tra...
[10/17/2025 06:19:09.083 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: I am trying sk hard to find fleas but she keeps moving + I've only s...
[10/17/2025 06:19:33.039 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: good sign me thinks
[10/17/2025 06:19:58.296 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: my thing is that pike there's no dirt without fleas so I'm like??? W...
[10/17/2025 06:20:13.602 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: If anything we can get them on nexgard combo if we do adopt her out
[10/17/2025 06:20:20.537 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: A single dose isn't that much
[10/17/2025 06:20:24.071 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: i dont think shes had a bath at all, just the topical treatment
[10/17/2025 06:20:27.013 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: But she still needs to be properly vaccinated.
[10/17/2025 06:20:59.350 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: The it's likely ahe just hasn't been able to clean herself near her ...
[10/17/2025 06:21:02.070 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: dont we get them fully vaxxed before adopting out?
[10/17/2025 06:21:04.653 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg="The it's likely ahe just hasn't been abl..." by a1darek
[10/17/2025 06:21:57.115 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: I believe so
[10/17/2025 06:22:28.630 PM] Message  || User: austinbaustinb      || Channel: #logging                             || Content: Also @Megan [Feeding Head & PR] there’s a kinda secret way to turn t...
[10/17/2025 06:22:32.499 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: But I think itd be fine for the adopter to take them and get them th...
[10/17/2025 06:22:33.593 PM] Message  || User: austinbaustinb      || Channel: #logging                             || Content: So for example,
