[10/14/2025 12:00:00.947 AM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: there’s always that *one thing* that pisses off parents like no other
[10/14/2025 02:53:15.197 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: that's what i was wondering
[10/14/2025 02:53:24.423 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: idk my appointment is not through caps
[10/14/2025 02:53:39.172 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: i dont believe so but its low cost (i couls be wrong)
[10/14/2025 02:53:56.628 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: if uve had a counseling session already u can bring it up to them
[10/14/2025 02:54:05.332 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: it's like $20 for an intake?
[10/14/2025 02:54:12.154 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: it was brought up at my last appointment last sem but #scary
[10/14/2025 02:54:14.651 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Not yet i was gonna get a consultation to ask about something
[10/14/2025 02:55:05.357 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: highkey prob easier to go through caps cause i’ve been calling offic...
[10/14/2025 02:55:18.881 PM] Message  || User: celeryiscelery      || Channel: #executive-board                     || Content: yes, haven’t gotten to it since i’m still in class!
[10/14/2025 02:55:30.516 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i don't have the courage to call for an appt but that's how everyone...
[10/14/2025 02:55:34.974 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Yeah thats what im thinking
[10/14/2025 02:55:44.935 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: No me neither thats why i keep putting off the consultation
[10/14/2025 02:55:52.032 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: yeah that’s exactly what i was doing
[10/14/2025 02:56:48.774 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: idk why they can’t just have online booking like a salon
[10/14/2025 02:56:56.179 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: but i guess that’s a job someone loses so
[10/14/2025 02:56:58.005 PM] Message  || User: slayc127            || Channel: #executive-board                     || Content: absolutely no rush !!!
[10/14/2025 02:57:16.289 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: it works like any other phone call right
[10/14/2025 02:57:24.898 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: I need more people to apply to be an officer... I'm just nosey and w...
[10/14/2025 02:57:25.709 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: like ordering food lol
[10/14/2025 02:57:41.150 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😆; msg="I need more people to apply to be an off..." by a1darek
[10/14/2025 02:57:48.543 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: is it still just lynn ?
[10/14/2025 02:58:13.597 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: because theyre dealing with sensitive info
[10/14/2025 02:58:13.880 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: you call and depending on the office you may have to press a couple ...
[10/14/2025 02:58:41.187 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: aurrrr
[10/14/2025 02:58:43.244 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: yea
[10/14/2025 02:58:50.658 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: uta has absolutely moved away from online portals where they can
[10/14/2025 02:58:54.816 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: kind of pmo but whatever
[10/14/2025 02:58:59.388 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: Well no it's 3 total
[10/14/2025 02:59:03.977 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: But I want moar
[10/14/2025 02:59:06.167 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: aurrrr lemme go snoop
[10/14/2025 02:59:07.939 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i just get so anxious
[10/14/2025 02:59:10.572 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: over the phone
[10/14/2025 02:59:14.341 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: me too bro i get it
[10/14/2025 02:59:18.385 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: i already read cicis before she submitted
[10/14/2025 02:59:32.186 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: unless someone calls me which is fine
[10/14/2025 02:59:45.418 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: Gonna bother people in announcements potentially about the tnr head ...
[10/14/2025 03:00:17.423 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: but then they answer and i just said i’d like to schedule a psychiat...
[10/14/2025 03:00:43.284 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: questions as in general questions or about your mental state
[10/14/2025 03:00:50.852 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: well
[10/14/2025 03:01:05.994 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: that would probably when you actually get there
[10/14/2025 03:01:21.327 PM] Edit     || User: yaeji               || Channel: #yapper-committee                    || that would probably when you actually get there -> that would probably be whe...
[10/14/2025 03:01:22.930 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: general questions they don’t ask shit ab that
[10/14/2025 03:01:33.550 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: yeah idk why i asked that question
[10/14/2025 03:01:34.986 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: LMFAOO
[10/14/2025 03:01:56.338 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i will give it a try
[10/14/2025 03:02:07.072 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg="Gonna bother people in announcements pot..." by a1darek
[10/14/2025 03:02:35.457 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: phone calls get easier but i always avoid them where possible
[10/14/2025 03:02:41.906 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: its just so hard to understabd ppl sometimes
[10/14/2025 03:02:55.935 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: like especially southern accents somehow
[10/14/2025 03:03:09.456 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: it’s really not bad the anxiety is the worst right before you press ...
[10/14/2025 03:03:36.747 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: don’t let yourself think about it too long it gets worse
[10/14/2025 03:04:51.456 PM] React+   || User: emlenisgremlin      || Channel: #feeding-team                        || emoji=‼️; msg="treat the bin with care yall<:balloonboi..." by celeryiscelery
[10/14/2025 03:04:52.287 PM] React+   || User: emlenisgremlin      || Channel: #feeding-team                        || emoji=🐙; msg="New hole and bigger, a little easier ill..." by m_digio
[10/14/2025 03:05:44.334 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Idk why but irl convos are better than phone calls for me
[10/14/2025 03:07:09.097 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: 100%
[10/14/2025 03:12:43.397 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: cicis was really good tbh
[10/14/2025 03:14:39.009 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=😆; msg="I need more people to apply to be an off..." by a1darek
[10/14/2025 03:14:51.849 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=🔥; msg="cicis was really good tbh" by celeryiscelery
[10/14/2025 03:14:56.204 PM] Message  || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || Content: common cici W
[10/14/2025 03:15:15.563 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: i just don’t wanna push people to apply bc something tells me they’r...
[10/14/2025 03:25:10.798 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=🔥; msg="cicis was really good tbh" by celeryiscelery
[10/14/2025 03:25:13.040 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="common cici W" by nostalgicsapphic
[10/14/2025 03:25:15.361 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="i just don’t wanna push people to apply ..." by celeryiscelery
