[11/21/2025 12:00:24.808 AM] React+   || User: kitadan             || Channel: #itty-bitty-kitty-commitee           || emoji=😆; msg="Random trombone noises in the night r ki..." by lemonelon_
[11/21/2025 09:16:46.181 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: M. Padron $20.00 on 2025-08-26
[11/21/2025 09:16:46.182 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Addison Loera $8.00 on 2025-08-26
[11/21/2025 09:16:46.182 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Amber Thomas $5.00 on 2025-08-26
[11/21/2025 09:16:46.184 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jordin Baylee $5.00 on 2025-08-26
[11/21/2025 09:16:46.184 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Kathleen Cantu $1.00 on 2025-08-26
[11/21/2025 09:16:46.184 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Amber Thomas $3.00 on 2025-08-26
[11/21/2025 09:16:46.188 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Rob Jimenez $3.00 on 2025-08-26
[11/21/2025 09:16:46.188 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Daniel Brantley $3.00 on 2025-08-26
[11/21/2025 09:16:46.190 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Cassandra Nelson $6.00 on 2025-11-04
[11/21/2025 09:16:46.190 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Kristyn Jackson $9.00 on 2025-10-22
[11/21/2025 09:16:46.191 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Victoria Elkins $5.00 on 2025-10-22
[11/21/2025 09:16:46.191 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Alexander  Martinez $3.00 on 2025-10-22
[11/21/2025 09:16:46.191 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Richa  Desai $6.00 on 2025-10-22
[11/21/2025 09:16:46.195 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Emily Lanham $6.00 on 2025-10-22
[11/21/2025 09:16:46.195 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Mariah Hall $3.00 on 2025-10-22
[11/21/2025 09:16:46.198 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Sophia Herrera $5.00 on 2025-10-22
[11/21/2025 09:16:46.198 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Kylie Crook $5.00 on 2025-09-16
[11/21/2025 09:16:48.952 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Py Store Here Pantego $54.00 on 2025-04-20
[11/21/2025 09:16:48.952 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: j s $11.68 on 2025-04-22
[11/21/2025 09:16:48.954 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Wix $25.98 on 2025-04-26
[11/21/2025 09:16:48.954 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Wix $25.98 on 2025-08-26
[11/21/2025 09:16:48.954 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Derek Fuentes $25.98 on 2025-08-26
[11/21/2025 09:16:48.958 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Py Store Here Pantego $54.00 on 2025-08-20
[11/21/2025 09:16:48.958 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Megan Digiovanni $47.62 on 2025-08-26
[11/21/2025 09:16:48.960 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Megan Digiovanni $74.92 on 2025-07-30
[11/21/2025 09:16:48.960 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Py Store Here Pantego $54.00 on 2025-05-20
[11/21/2025 09:16:48.960 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Derek Fuentes $72.45 on 2025-05-23
[11/21/2025 09:16:48.960 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Wix $25.98 on 2025-05-26
[11/21/2025 09:16:48.960 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Megan Digiovanni $89.91 on 2025-10-05
[11/21/2025 09:16:48.964 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Derek Fuentes $20.00 on 2025-09-10
[11/21/2025 09:17:51.808 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i have genuine love in my heart for my physics lab ta
[11/21/2025 09:18:02.432 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: he truly couldn’t care less
[11/21/2025 09:18:21.975 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: the lab final has no lockdown browser
[11/21/2025 09:18:48.360 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: it’s titled online lab final exam - requires respondus lockdown brow...
[11/21/2025 09:18:54.540 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: there’s no lockdown
[11/21/2025 09:19:23.238 PM] React+   || User: gupguppy            || Channel: #yapper-committee                    || emoji=🔥; msg="there’s no lockdown" by izzyballz
[11/21/2025 09:19:24.097 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: this is it
[11/21/2025 09:19:45.896 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: you aren’t even locked into it when it’s opened
[11/21/2025 09:19:53.094 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i can start it and finish at a later time
[11/21/2025 09:20:12.533 PM] React+   || User: .bettercalljack     || Channel: #yapper-committee                    || emoji=🔥; msg="there’s no lockdown" by izzyballz
[11/21/2025 09:21:32.099 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: if you ever have jacob bogenschuetz as a ta trust you guys are in sa...
[11/21/2025 09:21:39.197 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: everything is a completion grade
[11/21/2025 09:26:39.047 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=🔥; msg="there’s no lockdown" by izzyballz
[11/21/2025 09:26:51.995 PM] Message  || User: the_frog.sorcerer   || Channel: #events                              || Content: Im just buying cicis cinnamon rolls for every friends giving
[11/21/2025 09:26:59.518 PM] Message  || User: the_frog.sorcerer   || Channel: #events                              || Content: Maybe deviled eggs
[11/21/2025 09:30:46.880 PM] React+   || User: cici4f3             || Channel: #itty-bitty-kitty-commitee           || emoji=😆; msg="Bro is just fat" by a1darek
[11/21/2025 09:30:47.590 PM] React+   || User: cici4f3             || Channel: #itty-bitty-kitty-commitee           || emoji=🎉; msg="Bro is just fat" by a1darek
[11/21/2025 09:37:53.163 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i LOVE cocteau twins
[11/21/2025 09:37:54.551 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: like sm
[11/21/2025 09:38:03.892 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: heavenly hymns
[11/21/2025 09:38:06.739 PM] React+   || User: kitadan             || Channel: #yapper-committee                    || emoji=🔥; msg="there’s no lockdown" by izzyballz
[11/21/2025 09:40:56.845 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: spotify wrapped comes out soon guys are we geeked
[11/21/2025 09:41:28.073 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: my numbers aren't high enough
[11/21/2025 09:41:36.178 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i can't flex this year
[11/21/2025 09:42:17.885 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i get so excited for wrapped even though i have an app that breaks d...
[11/21/2025 09:42:23.546 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: ^
[11/21/2025 09:42:27.765 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: what app do you use
[11/21/2025 09:42:30.831 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: stats.fm?
[11/21/2025 09:42:33.941 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: yuuup
[11/21/2025 09:42:35.917 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: real shit
[11/21/2025 09:42:50.563 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i think stats.fm/yaeji is mine
[11/21/2025 09:43:25.546 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: unforch i stopped using Spotify halfway thru the yr
[11/21/2025 09:43:28.863 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: #fuckspotify
[11/21/2025 09:43:32.740 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: #fuckstreaming
[11/21/2025 09:43:37.865 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: what did you switch to
[11/21/2025 09:43:39.608 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: (i still use youtube)
[11/21/2025 09:43:49.541 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: youtube music + youtube premium is a nice discount
[11/21/2025 09:43:55.616 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: but i need my spotify eq
[11/21/2025 09:43:58.924 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: nothing else cuts it
[11/21/2025 09:44:06.575 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: mostly local files but i use youtube music for podcasts (i have prem...
[11/21/2025 09:44:06.947 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: gonna make the switch to a diff app over the break
[11/21/2025 09:44:34.737 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i just added you
[11/21/2025 09:44:36.297 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: i want to invest in a nice digital player
[11/21/2025 09:44:40.669 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: word
[11/21/2025 09:44:43.842 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: theyre just expensive
[11/21/2025 09:45:00.809 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: im too codependent with spotify to leave
[11/21/2025 09:45:13.749 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i keep thinking about it and then i never do
[11/21/2025 09:45:23.017 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: i thought the same thing but their payouts to artist is ass + i alre...
[11/21/2025 09:45:37.049 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: was easier for me esp since i usually just listen to albums vs playl...
[11/21/2025 09:45:43.931 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: def takes time tho dont get me wrong
[11/21/2025 09:46:16.070 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: i also hate having to pay just to download files for when i dont hav...
[11/21/2025 09:46:25.914 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: just seems really stupid to me now Personally
[11/21/2025 09:46:56.383 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: what non kpop pop albums do you have
[11/21/2025 09:47:05.772 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: spotify free is so unusable idk how anyone does it
[11/21/2025 09:47:11.975 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: real
[11/21/2025 09:47:14.498 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: lemme pull out my binder ill do a flip thru + send pics of my cds
[11/21/2025 09:47:22.048 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: genuinely anything else would be better than spotify free
