[11/06/2025 12:40:53.480 AM] Message  || User: izzyballz           || Channel: #feeding-team                        || Content: couldn’t you just take the food container out of the storage bin and...
[11/06/2025 05:06:55.019 PM] React+   || User: not_d3fault_1420    || Channel: #pictures-of-the-cats                || emoji=❤️; msg="I forgot to show y’all her this morning ..." by the.lemonade.s...
[11/06/2025 05:07:44.847 PM] React+   || User: not_d3fault_1420    || Channel: #yapper-committee                    || emoji=‼️; msg="https://tenor.com/view/umar-gif-84009108..." by hatshura
[11/06/2025 05:08:08.976 PM] React+   || User: slayc127            || Channel: #pictures-of-the-cats                || emoji=‼️; msg="@kazius [membership+fundraising]" by adeyumii
[11/06/2025 05:08:10.107 PM] React+   || User: slayc127            || Channel: #pictures-of-the-cats                || emoji=❤️; msg="I forgot to show y’all her this morning ..." by the.lemonade.s...
[11/06/2025 05:08:18.975 PM] Message  || User: slayc127            || Channel: #pictures-of-the-cats                || Content: OMGGGGG
[11/06/2025 05:10:14.081 PM] React+   || User: .bettercalljack     || Channel: #yapper-committee                    || emoji=‼️; msg="https://tenor.com/view/umar-gif-84009108..." by hatshura
[11/06/2025 05:10:27.562 PM] Edit     || User: .bettercalljack     || Channel: #yapper-committee                    || The icecream thing is kinda okay bc like. Gotta melt it a little for the spoo...
[11/06/2025 05:10:28.028 PM] Message  || User: hatshura            || Channel: #yapper-committee                    || Content: sweet and salty ig
[11/06/2025 05:10:40.720 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: https://cdn.discordapp.com/attachments/842440466636079105/1310302689...
[11/06/2025 05:10:41.179 PM] Edit     || User: .bettercalljack     || Channel: #yapper-committee                    || https://cdn.discordapp.com/attachments/842440466636079105/1310302689481068726...
[11/06/2025 05:10:41.326 PM] React+   || User: a1darek             || Channel: #pictures-of-the-cats                || emoji=❤️; msg="I forgot to show y’all her this morning ..." by the.lemonade.s...
[11/06/2025 05:17:34.900 PM] Action   || Name: gmail_log_scheduler || Trigger: found=1                              || Output: logged=1
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Sophia Herrera $6.00 on 2025-08-26
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Jordin Baylee $5.00 on 2025-08-26
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Axel Torres $24.25 on 2025-08-22
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Megan Digiovanni $47.62 on 2025-08-26
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: M. Padron $20.00 on 2025-08-26
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Sophia Herrera $6.00 on 2025-08-26
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Addison Loera $8.00 on 2025-08-26
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Amber Thomas $5.00 on 2025-08-26
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Jordin Baylee $5.00 on 2025-08-26
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Kathleen Cantu $1.00 on 2025-08-26
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Amber Thomas $3.00 on 2025-08-26
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Rob Jimenez $3.00 on 2025-08-26
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Daniel Brantley $3.00 on 2025-08-26
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Isabella Klein $9.70 on 2025-08-26
[11/06/2025 05:17:34.964 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Wix $25.98 on 2025-08-26
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Nelda Hernandez $2.00 on 2025-08-26
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Troy Broome $1.00 on 2025-08-26
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Div Bits $2.00 on 2025-08-26
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Jacob Sandoval $1.00 on 2025-08-26
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Aubrey Cunningham $10.00 on 2025-08-26
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Maxwell Preston $5.00 on 2025-08-26
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Sophia Herrera $6.00 on 2025-08-26
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Derek Fuentes $25.98 on 2025-08-26
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Miguel V $5.00 on 2025-08-26
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Nelda Hernandez $3.00 on 2025-08-26
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Megan Digiovanni $130.00 on 2025-08-26
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Pedro Savala $5.00 on 2025-08-27
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Jonathan Mcgeever $5.00 on 2025-08-27
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: NNT PETSMART # $32.46 on 2025-08-06
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Py Store Here Pantego $54.00 on 2025-08-20
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Megan Digiovanni $74.92 on 2025-07-30
[11/06/2025 05:17:34.979 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: TOMAHAWK LIVE TRAP $581.62 on 2025-05-12
[11/06/2025 05:17:34.995 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: TOMAHAWK LIVE TRAP $581.62 on 2025-05-12
[11/06/2025 05:17:34.995 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Richa  Desai $6.00 on 2025-10-22
[11/06/2025 05:17:34.995 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Sophia Herrera $5.00 on 2025-10-22
[11/06/2025 05:17:34.998 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Muhammed  Abdalrahman $10.00 on 2025-10-22
[11/06/2025 05:17:38.138 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Cynthia griffith $10.00 on 2025-04-16
[11/06/2025 05:17:38.138 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Caleb Moran $4.00 on 2025-04-16
[11/06/2025 05:17:38.138 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Alberto $6.00 on 2025-04-16
[11/06/2025 05:17:38.138 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jacob Sandoval $2.91 on 2025-04-16
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: tay $5.00 on 2025-04-16
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Nelda Hernandez $2.00 on 2025-04-16
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Maria Olds $10.00 on 2025-04-16
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Mario Rodriguez $3.00 on 2025-04-16
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Elisha Taylor $5.00 on 2025-04-16
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jacob Sandoval $3.00 on 2025-04-16
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Isabella Klein $9.70 on 2025-08-26
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Nelda Hernandez $2.00 on 2025-08-26
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Troy Broome $1.00 on 2025-08-26
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Div Bits $2.00 on 2025-08-26
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jacob Sandoval $1.00 on 2025-08-26
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Aubrey Cunningham $10.00 on 2025-08-26
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Maxwell Preston $5.00 on 2025-08-26
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Sophia Herrera $6.00 on 2025-08-26
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Miguel V $5.00 on 2025-08-26
[11/06/2025 05:17:38.143 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Nelda Hernandez $3.00 on 2025-08-26
